anio;provincia;provincia_id;partido_departamento;partido_departamento_id;chivos;cabras;cabritos;capones;cabrillas_chivitos;total_caprinos
2008;Buenos Aires;06;Adolfo Alsina;007;59;173;14;;;246
2009;Buenos Aires;06;Adolfo Alsina;007;41;145;6;;;192
2010;Buenos Aires;06;Adolfo Alsina;007;47;24;;;;71
2011;Buenos Aires;06;Adolfo Alsina;007;52;159;33;;;244
2012;Buenos Aires;06;Adolfo Alsina;007;54;218;80;;;352
2013;Buenos Aires;06;Adolfo Alsina;007;60;224;50;;;334
2014;Buenos Aires;06;Adolfo Alsina;007;48;269;50;;;367
2015;Buenos Aires;06;Adolfo Alsina;007;48;250;52;;;350
2016;Buenos Aires;06;Adolfo Alsina;007;42;221;72;;;335
2017;Buenos Aires;06;Adolfo Alsina;007;74;281;72;;8;435
2018;Buenos Aires;06;Adolfo Alsina;007;70;277;57;;12;416
2019;Buenos Aires;06;Adolfo Alsina;007;75;251;57;;12;395
2008;Buenos Aires;06;Alberti;021;8;51;;;;59
2009;Buenos Aires;06;Alberti;021;8;28;8;;;44
2010;Buenos Aires;06;Alberti;021;3;38;;;;41
2011;Buenos Aires;06;Alberti;021;4;35;2;;;41
2012;Buenos Aires;06;Alberti;021;7;39;2;;;48
2013;Buenos Aires;06;Alberti;021;6;37;2;;;45
2014;Buenos Aires;06;Alberti;021;7;39;2;;;48
2015;Buenos Aires;06;Alberti;021;8;52;5;;3;68
2016;Buenos Aires;06;Alberti;021;18;60;5;;3;86
2017;Buenos Aires;06;Alberti;021;20;64;5;;3;92
2018;Buenos Aires;06;Alberti;021;20;49;2;;3;74
2019;Buenos Aires;06;Alberti;021;22;50;2;;3;77
2008;Buenos Aires;06;Almirante Brown;028;;1;;;;1
2009;Buenos Aires;06;Almirante Brown;028;2;3;;;;5
2010;Buenos Aires;06;Almirante Brown;028;6;4;;;;10
2011;Buenos Aires;06;Almirante Brown;028;2;4;;;;6
2012;Buenos Aires;06;Almirante Brown;028;9;5;;;;14
2013;Buenos Aires;06;Almirante Brown;028;7;22;;;;29
2014;Buenos Aires;06;Almirante Brown;028;4;34;;;;38
2015;Buenos Aires;06;Almirante Brown;028;6;54;;;;60
2016;Buenos Aires;06;Almirante Brown;028;5;39;;;;44
2017;Buenos Aires;06;Almirante Brown;028;6;40;;;;46
2018;Buenos Aires;06;Almirante Brown;028;7;49;;;;56
2019;Buenos Aires;06;Almirante Brown;028;7;37;;;;44
2008;Buenos Aires;06;Florentino Ameghino;277;12;14;;;;26
2009;Buenos Aires;06;Florentino Ameghino;277;12;14;;;;26
2010;Buenos Aires;06;Florentino Ameghino;277;38;42;;6;;86
2011;Buenos Aires;06;Florentino Ameghino;277;36;28;;;;64
2012;Buenos Aires;06;Florentino Ameghino;277;38;30;;;;68
2013;Buenos Aires;06;Florentino Ameghino;277;40;56;;;;96
2014;Buenos Aires;06;Florentino Ameghino;277;42;88;;;;130
2015;Buenos Aires;06;Florentino Ameghino;277;43;101;;;;144
2016;Buenos Aires;06;Florentino Ameghino;277;43;101;;;;144
2017;Buenos Aires;06;Florentino Ameghino;277;18;77;;;;95
2018;Buenos Aires;06;Florentino Ameghino;277;21;106;;;;127
2019;Buenos Aires;06;Florentino Ameghino;277;23;114;;;;137
2008;Buenos Aires;06;Arrecifes;077;195;96;25;;;316
2009;Buenos Aires;06;Arrecifes;077;59;28;2;;;89
2010;Buenos Aires;06;Arrecifes;077;17;21;5;;;43
2011;Buenos Aires;06;Arrecifes;077;3;146;3;;;152
2012;Buenos Aires;06;Arrecifes;077;4;239;9;;;252
2013;Buenos Aires;06;Arrecifes;077;26;158;9;;70;263
2014;Buenos Aires;06;Arrecifes;077;29;149;9;;71;258
2015;Buenos Aires;06;Arrecifes;077;23;97;9;;71;200
2016;Buenos Aires;06;Arrecifes;077;22;95;9;;71;197
2017;Buenos Aires;06;Arrecifes;077;20;73;89;;71;253
2018;Buenos Aires;06;Arrecifes;077;10;73;88;;74;245
2019;Buenos Aires;06;Arrecifes;077;20;77;41;;74;212
2008;Buenos Aires;06;Ayacucho;042;82;18;31;;;131
2009;Buenos Aires;06;Ayacucho;042;73;31;26;;;130
2010;Buenos Aires;06;Ayacucho;042;126;46;10;;;182
2011;Buenos Aires;06;Ayacucho;042;41;41;3;;;85
2012;Buenos Aires;06;Ayacucho;042;27;49;2;;;78
2013;Buenos Aires;06;Ayacucho;042;40;98;3;8;;149
2014;Buenos Aires;06;Ayacucho;042;45;76;131;16;;268
2015;Buenos Aires;06;Ayacucho;042;51;85;154;16;;306
2016;Buenos Aires;06;Ayacucho;042;51;88;134;16;;289
2017;Buenos Aires;06;Ayacucho;042;51;87;154;22;40;354
2018;Buenos Aires;06;Ayacucho;042;51;87;154;26;40;358
2019;Buenos Aires;06;Ayacucho;042;56;102;154;56;40;408
2012;Buenos Aires;06;Azul;049;1;4;;;;5
2013;Buenos Aires;06;Azul;049;1;4;;;;5
2014;Buenos Aires;06;Azul;049;1;4;;;;5
2015;Buenos Aires;06;Azul;049;1;4;;;;5
2016;Buenos Aires;06;Azul;049;1;4;;;;5
2017;Buenos Aires;06;Azul;049;1;4;;;;5
2018;Buenos Aires;06;Azul;049;1;4;;;;5
2019;Buenos Aires;06;Azul;049;1;4;;;;5
2008;Buenos Aires;06;Bahia Blanca;056;309;79;;;;388
2009;Buenos Aires;06;Bahia Blanca;056;74;79;;;;153
2010;Buenos Aires;06;Bahia Blanca;056;74;79;;;;153
2011;Buenos Aires;06;Bahia Blanca;056;96;97;1;;6;200
2012;Buenos Aires;06;Bahia Blanca;056;96;97;1;;6;200
2013;Buenos Aires;06;Bahia Blanca;056;77;156;51;;6;290
2014;Buenos Aires;06;Bahia Blanca;056;15;116;67;;6;204
2015;Buenos Aires;06;Bahia Blanca;056;16;142;67;;6;231
2016;Buenos Aires;06;Bahia Blanca;056;17;161;67;;6;251
2017;Buenos Aires;06;Bahia Blanca;056;20;198;67;;6;291
2018;Buenos Aires;06;Bahia Blanca;056;22;218;67;;6;313
2019;Buenos Aires;06;Bahia Blanca;056;23;224;67;;6;320
2008;Buenos Aires;06;Balcarce;063;;10;;;;10
2009;Buenos Aires;06;Balcarce;063;;10;;;;10
2010;Buenos Aires;06;Balcarce;063;;10;;;;10
2011;Buenos Aires;06;Balcarce;063;;10;;;4;14
2012;Buenos Aires;06;Balcarce;063;;10;;;4;14
2013;Buenos Aires;06;Balcarce;063;;10;;;4;14
2014;Buenos Aires;06;Balcarce;063;;10;;;4;14
2015;Buenos Aires;06;Balcarce;063;;10;;;4;14
2016;Buenos Aires;06;Balcarce;063;;10;;;4;14
2017;Buenos Aires;06;Balcarce;063;;10;;;4;14
2018;Buenos Aires;06;Balcarce;063;;10;;;4;14
2019;Buenos Aires;06;Balcarce;063;;10;;;4;14
2008;Buenos Aires;06;Baradero;070;20;143;7;;;170
2009;Buenos Aires;06;Baradero;070;16;92;10;;;118
2010;Buenos Aires;06;Baradero;070;23;128;19;;;170
2011;Buenos Aires;06;Baradero;070;35;109;15;;;159
2012;Buenos Aires;06;Baradero;070;20;152;16;;;188
2013;Buenos Aires;06;Baradero;070;22;151;16;;;189
2014;Buenos Aires;06;Baradero;070;25;130;16;;;171
2015;Buenos Aires;06;Baradero;070;27;156;17;;;200
2016;Buenos Aires;06;Baradero;070;39;166;17;;;222
2017;Buenos Aires;06;Baradero;070;40;176;17;;;233
2018;Buenos Aires;06;Baradero;070;44;169;17;;;230
2019;Buenos Aires;06;Baradero;070;50;186;17;;;253
2008;Buenos Aires;06;Benito Juarez;084;56;40;;;;96
2009;Buenos Aires;06;Benito Juarez;084;56;40;;;;96
2010;Buenos Aires;06;Benito Juarez;084;25;15;;;;40
2011;Buenos Aires;06;Benito Juarez;084;20;22;;10;3;55
2012;Buenos Aires;06;Benito Juarez;084;20;2;;;;22
2013;Buenos Aires;06;Benito Juarez;084;10;2;;;;12
2014;Buenos Aires;06;Benito Juarez;084;10;14;;3;;27
2015;Buenos Aires;06;Benito Juarez;084;10;14;;3;;27
2016;Buenos Aires;06;Benito Juarez;084;10;14;;3;;27
2017;Buenos Aires;06;Benito Juarez;084;15;14;;3;;32
2018;Buenos Aires;06;Benito Juarez;084;15;14;;3;;32
2019;Buenos Aires;06;Benito Juarez;084;15;14;;3;;32
2008;Buenos Aires;06;Berazategui;091;10;57;;;;67
2009;Buenos Aires;06;Berazategui;091;24;81;;;;105
2010;Buenos Aires;06;Berazategui;091;13;107;2;;;122
2011;Buenos Aires;06;Berazategui;091;13;133;2;;;148
2012;Buenos Aires;06;Berazategui;091;17;132;2;;;151
2013;Buenos Aires;06;Berazategui;091;25;156;8;;;189
2014;Buenos Aires;06;Berazategui;091;17;193;8;;;218
2015;Buenos Aires;06;Berazategui;091;17;193;8;;;218
2016;Buenos Aires;06;Berazategui;091;16;189;8;;;213
2017;Buenos Aires;06;Berazategui;091;22;189;8;;;219
2018;Buenos Aires;06;Berazategui;091;18;150;10;;33;211
2019;Buenos Aires;06;Berazategui;091;18;136;12;;27;193
2019;Buenos Aires;06;Berisso;098;5;15;;;;20
2008;Buenos Aires;06;Bolivar;105;48;;1;;;49
2009;Buenos Aires;06;Bolivar;105;48;50;41;;;139
2010;Buenos Aires;06;Bolivar;105;174;104;40;;;318
2011;Buenos Aires;06;Bolivar;105;535;220;40;;;795
2012;Buenos Aires;06;Bolivar;105;477;190;10;;;677
2013;Buenos Aires;06;Bolivar;105;479;207;10;;15;711
2014;Buenos Aires;06;Bolivar;105;473;241;14;;402;113
2015;Buenos Aires;06;Bolivar;105;470;236;118;60;402;1286
2016;Buenos Aires;06;Bolivar;105;470;236;17;60;402;1185
2017;Buenos Aires;06;Bolivar;105;469;236;17;60;402;1184
2018;Buenos Aires;06;Bolivar;105;401;228;234;60;432;1355
2019;Buenos Aires;06;Bolivar;105;31;27;50;60;40;208
2008;Buenos Aires;06;Bragado;112;29;33;10;;;72
2009;Buenos Aires;06;Bragado;112;22;43;6;;;71
2010;Buenos Aires;06;Bragado;112;41;8;;;;49
2011;Buenos Aires;06;Bragado;112;55;14;7;;;76
2012;Buenos Aires;06;Bragado;112;42;14;5;;18;79
2013;Buenos Aires;06;Bragado;112;47;16;8;;14;85
2014;Buenos Aires;06;Bragado;112;37;29;8;;15;89
2015;Buenos Aires;06;Bragado;112;43;18;9;;15;85
2016;Buenos Aires;06;Bragado;112;44;18;11;;15;88
2017;Buenos Aires;06;Bragado;112;45;18;11;;19;93
2018;Buenos Aires;06;Bragado;112;44;18;11;;19;92
2019;Buenos Aires;06;Bragado;112;47;20;11;;17;95
2008;Buenos Aires;06;Campana;126;35;;;;;35
2009;Buenos Aires;06;Campana;126;25;;;;;25
2010;Buenos Aires;06;Campana;126;25;;;;;25
2012;Buenos Aires;06;Campana;126;1;6;;;1;8
2013;Buenos Aires;06;Campana;126;27;6;4;;1;38
2014;Buenos Aires;06;Campana;126;27;11;4;;1;43
2015;Buenos Aires;06;Campana;126;34;30;17;;46;127
2016;Buenos Aires;06;Campana;126;60;223;51;;102;436
2017;Buenos Aires;06;Campana;126;84;358;133;;180;755
2018;Buenos Aires;06;Campana;126;56;317;129;2;136;640
2019;Buenos Aires;06;Campana;126;66;300;121;2;91;580
2008;Buenos Aires;06;Cañuelas;134;243;638;9;;;890
2009;Buenos Aires;06;Cañuelas;134;164;486;;;;650
2010;Buenos Aires;06;Cañuelas;134;177;622;;;;799
2011;Buenos Aires;06;Cañuelas;134;86;586;1;;12;685
2012;Buenos Aires;06;Cañuelas;134;103;497;302;;13;915
2013;Buenos Aires;06;Cañuelas;134;358;310;309;2;16;995
2014;Buenos Aires;06;Cañuelas;134;320;624;50;3;35;1032
2015;Buenos Aires;06;Cañuelas;134;238;593;50;3;22;906
2016;Buenos Aires;06;Cañuelas;134;226;356;48;3;22;655
2017;Buenos Aires;06;Cañuelas;134;214;366;260;3;23;866
2018;Buenos Aires;06;Cañuelas;134;188;414;34;3;16;655
2019;Buenos Aires;06;Cañuelas;134;222;440;32;3;16;713
2008;Buenos Aires;06;Capitan Sarmiento;140;5;;;;;5
2009;Buenos Aires;06;Capitan Sarmiento;140;;;3;;;3
2010;Buenos Aires;06;Capitan Sarmiento;140;3;;;;;3
2011;Buenos Aires;06;Capitan Sarmiento;140;3;;3;;;6
2012;Buenos Aires;06;Capitan Sarmiento;140;4;3;3;;;10
2013;Buenos Aires;06;Capitan Sarmiento;140;4;30;1;;;35
2014;Buenos Aires;06;Capitan Sarmiento;140;4;30;1;;;35
2015;Buenos Aires;06;Capitan Sarmiento;140;4;29;;;;33
2016;Buenos Aires;06;Capitan Sarmiento;140;4;28;;;;32
2017;Buenos Aires;06;Capitan Sarmiento;140;4;28;;;20;52
2018;Buenos Aires;06;Capitan Sarmiento;140;4;28;;;3;35
2019;Buenos Aires;06;Capitan Sarmiento;140;7;30;;;10;47
2008;Buenos Aires;06;Carlos Casares;147;56;27;35;;;118
2009;Buenos Aires;06;Carlos Casares;147;31;;;;;31
2010;Buenos Aires;06;Carlos Casares;147;;;;80;;80
2012;Buenos Aires;06;Carlos Casares;147;68;;;;;68
2013;Buenos Aires;06;Carlos Casares;147;77;2;2;;;81
2014;Buenos Aires;06;Carlos Casares;147;53;40;12;;;105
2015;Buenos Aires;06;Carlos Casares;147;66;49;12;;;127
2016;Buenos Aires;06;Carlos Casares;147;69;59;9;;;137
2017;Buenos Aires;06;Carlos Casares;147;63;70;17;2;;152
2018;Buenos Aires;06;Carlos Casares;147;66;70;17;2;;155
2019;Buenos Aires;06;Carlos Casares;147;71;65;6;2;;144
2009;Buenos Aires;06;Carlos Tejedor;154;;1;;;;1
2010;Buenos Aires;06;Carlos Tejedor;154;1;6;;;;7
2011;Buenos Aires;06;Carlos Tejedor;154;104;17;;6;;127
2012;Buenos Aires;06;Carlos Tejedor;154;106;22;;46;;174
2013;Buenos Aires;06;Carlos Tejedor;154;106;34;;46;;186
2014;Buenos Aires;06;Carlos Tejedor;154;105;31;;46;;182
2015;Buenos Aires;06;Carlos Tejedor;154;107;35;;46;;188
2016;Buenos Aires;06;Carlos Tejedor;154;107;39;;46;;192
2017;Buenos Aires;06;Carlos Tejedor;154;105;40;;46;;191
2018;Buenos Aires;06;Carlos Tejedor;154;105;45;;46;;196
2019;Buenos Aires;06;Carlos Tejedor;154;108;244;430;46;314;1142
2008;Buenos Aires;06;Carmen de Areco;161;23;51;34;;;108
2009;Buenos Aires;06;Carmen de Areco;161;19;33;30;;;82
2010;Buenos Aires;06;Carmen de Areco;161;17;48;41;;;106
2011;Buenos Aires;06;Carmen de Areco;161;37;81;52;2;15;187
2012;Buenos Aires;06;Carmen de Areco;161;38;77;53;2;107;277
2013;Buenos Aires;06;Carmen de Areco;161;40;92;61;;99;292
2014;Buenos Aires;06;Carmen de Areco;161;41;86;103;24;127;381
2015;Buenos Aires;06;Carmen de Areco;161;43;98;130;43;126;440
2016;Buenos Aires;06;Carmen de Areco;161;81;98;150;42;143;514
2017;Buenos Aires;06;Carmen de Areco;161;69;93;121;42;145;470
2018;Buenos Aires;06;Carmen de Areco;161;56;97;120;40;142;455
2019;Buenos Aires;06;Carmen de Areco;161;62;52;126;40;103;383
2008;Buenos Aires;06;Castelli;168;;20;;;;20
2011;Buenos Aires;06;Castelli;168;10;30;;;;40
2012;Buenos Aires;06;Castelli;168;11;44;;3;;58
2013;Buenos Aires;06;Castelli;168;14;54;;3;;71
2014;Buenos Aires;06;Castelli;168;15;56;;3;4;78
2015;Buenos Aires;06;Castelli;168;14;54;;3;4;75
2016;Buenos Aires;06;Castelli;168;13;54;;3;4;74
2017;Buenos Aires;06;Castelli;168;13;54;;3;4;74
2018;Buenos Aires;06;Castelli;168;24;62;;3;6;95
2019;Buenos Aires;06;Castelli;168;24;64;4;3;6;101
2008;Buenos Aires;06;Chacabuco;210;18;54;30;;;102
2009;Buenos Aires;06;Chacabuco;210;17;35;29;;;81
2010;Buenos Aires;06;Chacabuco;210;20;72;72;;35;199
2011;Buenos Aires;06;Chacabuco;210;7;173;22;;;202
2012;Buenos Aires;06;Chacabuco;210;8;67;44;;;119
2013;Buenos Aires;06;Chacabuco;210;16;72;33;;1;122
2014;Buenos Aires;06;Chacabuco;210;9;90;34;3;1;137
2015;Buenos Aires;06;Chacabuco;210;9;71;34;3;1;118
2016;Buenos Aires;06;Chacabuco;210;11;71;24;3;1;110
2017;Buenos Aires;06;Chacabuco;210;11;67;51;3;6;138
2018;Buenos Aires;06;Chacabuco;210;24;88;51;3;29;195
2019;Buenos Aires;06;Chacabuco;210;12;85;53;3;40;193
2008;Buenos Aires;06;Chascomus;217;13;49;12;;;74
2009;Buenos Aires;06;Chascomus;217;1;23;;;;24
2010;Buenos Aires;06;Chascomus;217;17;78;6;;1;102
2011;Buenos Aires;06;Chascomus;217;28;95;6;;6;135
2012;Buenos Aires;06;Chascomus;217;43;118;6;;6;173
2013;Buenos Aires;06;Chascomus;217;41;93;6;;6;146
2014;Buenos Aires;06;Chascomus;217;44;125;6;;6;181
2015;Buenos Aires;06;Chascomus;217;83;144;34;;18;279
2016;Buenos Aires;06;Chascomus;217;84;144;34;;19;281
2017;Buenos Aires;06;Chascomus;217;84;152;34;;17;287
2018;Buenos Aires;06;Chascomus;217;41;118;;;16;175
2019;Buenos Aires;06;Chascomus;217;32;123;23;;16;194
2008;Buenos Aires;06;Chivilcoy;224;13;30;;;;43
2009;Buenos Aires;06;Chivilcoy;224;10;30;;;;40
2010;Buenos Aires;06;Chivilcoy;224;10;30;;3;;43
2011;Buenos Aires;06;Chivilcoy;224;22;31;;20;;73
2012;Buenos Aires;06;Chivilcoy;224;10;1;;36;;47
2013;Buenos Aires;06;Chivilcoy;224;12;6;2;40;;60
2014;Buenos Aires;06;Chivilcoy;224;12;3;2;40;;57
2015;Buenos Aires;06;Chivilcoy;224;6;3;2;40;;51
2016;Buenos Aires;06;Chivilcoy;224;6;5;;40;;51
2017;Buenos Aires;06;Chivilcoy;224;6;8;3;45;2;64
2018;Buenos Aires;06;Chivilcoy;224;16;39;4;45;4;108
2019;Buenos Aires;06;Chivilcoy;224;6;9;4;45;4;68
2008;Buenos Aires;06;Colon;175;9;48;4;;;61
2009;Buenos Aires;06;Colon;175;5;48;11;;;64
2010;Buenos Aires;06;Colon;175;3;38;11;;;52
2011;Buenos Aires;06;Colon;175;3;24;10;;;37
2012;Buenos Aires;06;Colon;175;2;20;10;;;32
2013;Buenos Aires;06;Colon;175;2;40;4;;1;47
2014;Buenos Aires;06;Colon;175;2;20;12;;;34
2015;Buenos Aires;06;Colon;175;2;20;12;;;34
2016;Buenos Aires;06;Colon;175;2;8;;;;10
2017;Buenos Aires;06;Colon;175;2;8;;;;10
2018;Buenos Aires;06;Colon;175;3;13;;;;16
2019;Buenos Aires;06;Colon;175;2;10;;;;12
2008;Buenos Aires;06;Brandsen;119;37;45;20;;;102
2009;Buenos Aires;06;Brandsen;119;32;11;4;;;47
2010;Buenos Aires;06;Brandsen;119;18;13;10;;;41
2011;Buenos Aires;06;Brandsen;119;24;118;40;66;2;250
2012;Buenos Aires;06;Brandsen;119;24;138;62;72;4;300
2013;Buenos Aires;06;Brandsen;119;41;162;55;71;5;334
2014;Buenos Aires;06;Brandsen;119;41;210;57;71;8;387
2015;Buenos Aires;06;Brandsen;119;41;214;57;71;6;389
2016;Buenos Aires;06;Brandsen;119;43;191;56;71;6;367
2017;Buenos Aires;06;Brandsen;119;62;219;56;71;6;414
2018;Buenos Aires;06;Brandsen;119;57;211;62;71;6;407
2019;Buenos Aires;06;Brandsen;119;74;209;56;71;6;416
2008;Buenos Aires;06;Coronel Dorrego;189;;12;2;;;14
2009;Buenos Aires;06;Coronel Dorrego;189;1;;596;;;597
2010;Buenos Aires;06;Coronel Dorrego;189;1;16;596;;;613
2011;Buenos Aires;06;Coronel Dorrego;189;2;24;596;;14;636
2012;Buenos Aires;06;Coronel Dorrego;189;31;156;596;;31;814
2013;Buenos Aires;06;Coronel Dorrego;189;50;427;612;;31;112
2014;Buenos Aires;06;Coronel Dorrego;189;53;427;612;;31;1123
2015;Buenos Aires;06;Coronel Dorrego;189;121;529;612;;28;129
2016;Buenos Aires;06;Coronel Dorrego;189;166;529;612;;28;1335
2017;Buenos Aires;06;Coronel Dorrego;189;166;529;612;2;28;1337
2018;Buenos Aires;06;Coronel Dorrego;189;171;529;612;2;28;1342
2019;Buenos Aires;06;Coronel Dorrego;189;32;509;707;2;312;1562
2008;Buenos Aires;06;Coronel Pringles;196;65;23;13;;;101
2009;Buenos Aires;06;Coronel Pringles;196;66;23;13;;;102
2010;Buenos Aires;06;Coronel Pringles;196;40;10;2;;;52
2011;Buenos Aires;06;Coronel Pringles;196;34;20;2;;;56
2012;Buenos Aires;06;Coronel Pringles;196;39;78;34;;;151
2013;Buenos Aires;06;Coronel Pringles;196;48;69;39;;3;159
2014;Buenos Aires;06;Coronel Pringles;196;51;87;55;;3;196
2015;Buenos Aires;06;Coronel Pringles;196;51;87;55;;3;196
2016;Buenos Aires;06;Coronel Pringles;196;51;90;59;1;9;210
2017;Buenos Aires;06;Coronel Pringles;196;67;101;77;1;32;278
2018;Buenos Aires;06;Coronel Pringles;196;67;128;77;1;32;305
2019;Buenos Aires;06;Coronel Pringles;196;67;128;70;1;29;295
2008;Buenos Aires;06;Coronel de Marina L Rosales;182;3258;3;232;;;8578
2009;Buenos Aires;06;Coronel de Marina L Rosales;182;1792;407;24;;;8262
2010;Buenos Aires;06;Coronel de Marina L Rosales;182;1806;408;25;;;8386
2012;Buenos Aires;06;Coronel de Marina L Rosales;182;2;15;;;;17
2013;Buenos Aires;06;Coronel de Marina L Rosales;182;209;1514;;;;1723
2014;Buenos Aires;06;Coronel de Marina L Rosales;182;109;1026;;;;1135
2015;Buenos Aires;06;Coronel de Marina L Rosales;182;108;1019;;;;1127
2016;Buenos Aires;06;Coronel de Marina L Rosales;182;108;1019;;;;1127
2017;Buenos Aires;06;Coronel de Marina L Rosales;182;108;1019;;;;1127
2018;Buenos Aires;06;Coronel de Marina L Rosales;182;109;1017;;;;1126
2019;Buenos Aires;06;Coronel de Marina L Rosales;182;110;1019;;;;1129
2008;Buenos Aires;06;Coronel Suarez;203;39;100;;;;139
2009;Buenos Aires;06;Coronel Suarez;203;36;100;;;;136
2010;Buenos Aires;06;Coronel Suarez;203;199;54;130;6;;389
2011;Buenos Aires;06;Coronel Suarez;203;336;59;20;;;415
2012;Buenos Aires;06;Coronel Suarez;203;117;75;16;;1;209
2013;Buenos Aires;06;Coronel Suarez;203;151;92;10;;1;254
2014;Buenos Aires;06;Coronel Suarez;203;157;89;20;;1;267
2015;Buenos Aires;06;Coronel Suarez;203;166;104;20;;1;291
2016;Buenos Aires;06;Coronel Suarez;203;196;118;20;;44;378
2017;Buenos Aires;06;Coronel Suarez;203;209;133;10;;29;381
2018;Buenos Aires;06;Coronel Suarez;203;229;94;12;;29;364
2019;Buenos Aires;06;Coronel Suarez;203;217;86;12;;29;344
2009;Buenos Aires;06;Daireaux;231;6;;;;;6
2010;Buenos Aires;06;Daireaux;231;6;;;;;6
2011;Buenos Aires;06;Daireaux;231;1;4;;;;5
2012;Buenos Aires;06;Daireaux;231;7;27;;;;34
2013;Buenos Aires;06;Daireaux;231;8;36;3;;5;52
2014;Buenos Aires;06;Daireaux;231;15;35;3;;5;58
2015;Buenos Aires;06;Daireaux;231;15;37;3;8;5;68
2016;Buenos Aires;06;Daireaux;231;15;37;8;8;5;73
2017;Buenos Aires;06;Daireaux;231;16;37;8;8;5;74
2018;Buenos Aires;06;Daireaux;231;16;37;8;13;5;79
2019;Buenos Aires;06;Daireaux;231;16;37;8;13;5;79
2008;Buenos Aires;06;Dolores;238;5;2;;;;7
2009;Buenos Aires;06;Dolores;238;5;;;;;5
2010;Buenos Aires;06;Dolores;238;5;13;3;;4;25
2011;Buenos Aires;06;Dolores;238;5;1;16;;4;26
2012;Buenos Aires;06;Dolores;238;5;15;13;;4;37
2013;Buenos Aires;06;Dolores;238;5;12;16;;4;37
2014;Buenos Aires;06;Dolores;238;5;25;14;;4;48
2015;Buenos Aires;06;Dolores;238;5;31;13;2;5;56
2016;Buenos Aires;06;Dolores;238;5;16;13;;4;38
2017;Buenos Aires;06;Dolores;238;5;27;13;;4;49
2018;Buenos Aires;06;Dolores;238;5;27;16;;4;52
2019;Buenos Aires;06;Dolores;238;5;27;12;;4;48
2019;Buenos Aires;06;Ensenada;245;1;5;;;;6
2008;Buenos Aires;06;Escobar;252;14;52;2;;;68
2009;Buenos Aires;06;Escobar;252;28;77;2;;;107
2010;Buenos Aires;06;Escobar;252;37;189;85;13;;324
2011;Buenos Aires;06;Escobar;252;37;189;85;13;;324
2012;Buenos Aires;06;Escobar;252;40;195;85;13;;333
2013;Buenos Aires;06;Escobar;252;48;198;85;13;26;370
2014;Buenos Aires;06;Escobar;252;53;211;89;13;59;425
2015;Buenos Aires;06;Escobar;252;60;232;120;13;75;500
2016;Buenos Aires;06;Escobar;252;60;251;104;13;97;525
2017;Buenos Aires;06;Escobar;252;49;422;1026;13;108;1618
2018;Buenos Aires;06;Escobar;252;57;467;1026;13;108;1671
2019;Buenos Aires;06;Escobar;252;77;519;1151;13;96;1856
2008;Buenos Aires;06;Esteban Echeverria;260;45;40;215;;;300
2009;Buenos Aires;06;Esteban Echeverria;260;69;159;215;;;443
2010;Buenos Aires;06;Esteban Echeverria;260;57;159;334;;;550
2011;Buenos Aires;06;Esteban Echeverria;260;104;163;334;;125;726
2012;Buenos Aires;06;Esteban Echeverria;260;120;290;392;;304;1106
2013;Buenos Aires;06;Esteban Echeverria;260;298;919;1896;10;595;3718
2014;Buenos Aires;06;Esteban Echeverria;260;761;1111;1269;20;1486;4647
2015;Buenos Aires;06;Esteban Echeverria;260;809;1255;1586;20;1603;5273
2016;Buenos Aires;06;Esteban Echeverria;260;1148;2369;3073;20;4582;11192
2017;Buenos Aires;06;Esteban Echeverria;260;1528;2199;2506;62;3274;9569
2018;Buenos Aires;06;Esteban Echeverria;260;1826;29;3689;72;6596;15083
2019;Buenos Aires;06;Esteban Echeverria;260;1773;2892;3629;72;6537;14903
2008;Buenos Aires;06;Exaltacion de La Cruz;266;18;;;;;18
2009;Buenos Aires;06;Exaltacion de La Cruz;266;7;;;;;7
2010;Buenos Aires;06;Exaltacion de La Cruz;266;7;;;;;7
2011;Buenos Aires;06;Exaltacion de La Cruz;266;7;5;2;;;14
2012;Buenos Aires;06;Exaltacion de La Cruz;266;7;5;17;;;29
2013;Buenos Aires;06;Exaltacion de La Cruz;266;;;;;13;13
2014;Buenos Aires;06;Exaltacion de La Cruz;266;;;;;13;13
2015;Buenos Aires;06;Exaltacion de La Cruz;266;1;51;;;48;100
2016;Buenos Aires;06;Exaltacion de La Cruz;266;22;148;211;1;109;491
2017;Buenos Aires;06;Exaltacion de La Cruz;266;22;155;212;1;326;716
2018;Buenos Aires;06;Exaltacion de La Cruz;266;32;230;252;6;386;906
2019;Buenos Aires;06;Exaltacion de La Cruz;266;53;272;291;6;406;1028
2008;Buenos Aires;06;Ezeiza;270;7;20;;;;27
2009;Buenos Aires;06;Ezeiza;270;8;21;;;;29
2010;Buenos Aires;06;Ezeiza;270;7;24;;;;31
2011;Buenos Aires;06;Ezeiza;270;12;41;;;;53
2012;Buenos Aires;06;Ezeiza;270;13;54;;;;67
2013;Buenos Aires;06;Ezeiza;270;13;53;;;;66
2014;Buenos Aires;06;Ezeiza;270;14;55;;;;69
2015;Buenos Aires;06;Ezeiza;270;16;55;;;;71
2016;Buenos Aires;06;Ezeiza;270;20;51;;;;71
2017;Buenos Aires;06;Ezeiza;270;19;62;;;;81
2018;Buenos Aires;06;Ezeiza;270;20;94;;;14;128
2019;Buenos Aires;06;Ezeiza;270;27;248;1092;;398;1765
